ID	Gene.symbol	Gene.title	log2(fold change)(Stg2-Tumor vs Stg2-Normal)	-log10(Pvalue)(Stg2-Tumor vs Stg2-Normal)
217914_at	TPCN1	two pore segment channel 1	-0.91	4.545
217915_s_at	RSL24D1	ribosomal L24 domain containing 1	0.56	2.077
217916_s_at	FAM49B	family with sequence similarity 49 member B	1.627	4.983
217927_at	SPCS1	signal peptidase complex subunit 1	-0.957	5.131
217930_s_at	TOLLIP	toll interacting protein	-0.94	4.777
217931_at	CNPY3	canopy FGF signaling regulator 3	0.898	2.241
217932_at	MRPS7	mitochondrial ribosomal protein S7	-0.578	2.965
217939_s_at	AFTPH	aftiphilin	-0.807	3.206
217940_s_at	NAXD	NAD(P)HX dehydratase	-0.632	2.075
217942_at	MRPS35	mitochondrial ribosomal protein S35	-0.588	3.373
217943_s_at	MAP7D1	MAP7 domain containing 1	0.722	2.077
217949_s_at	VKORC1	vitamin K epoxide reductase complex subunit 1	1	4.784
217961_at	SLC25A38	solute carrier family 25 member 38	-0.713	3.074
217963_s_at	BEX3	brain expressed X-linked 3	-0.927	5.95
217965_s_at	SAP30BP	SAP30 binding protein	0.965	4.636
217966_s_at	FAM129A	family with sequence similarity 129 member A	1.683	3.688
217967_s_at	FAM129A	family with sequence similarity 129 member A	1.453	5.576
217972_at	CHCHD3	coiled-coil-helix-coiled-coil-helix domain containing 3	0.641	2.595
217973_at	DCXR	dicarbonyl and L-xylulose reductase	-3.791	11.474
217976_s_at	DYNC1LI1	dynein cytoplasmic 1 light intermediate chain 1	-0.973	3.071
217977_at	MSRB1	methionine sulfoxide reductase B1	-0.984	3.045
217979_at	TSPAN13	tetraspanin 13	1.255	2.101
217980_s_at	MRPL16	mitochondrial ribosomal protein L16	-0.593	2.709
217983_s_at	RNASET2	ribonuclease T2	3.576	7.31
217984_at	RNASET2	ribonuclease T2	3.335	6.457
217985_s_at	BAZ1A	bromodomain adjacent to zinc finger domain 1A	1.476	3.43
217986_s_at	BAZ1A	bromodomain adjacent to zinc finger domain 1A	2.254	4.537
217988_at	CCNB1IP1	cyclin B1 interacting protein 1	-1.256	2.215
217990_at	GMPR2	guanosine monophosphate reductase 2	-0.812	2.431
217992_s_at	EFHD2	EF-hand domain family member D2	0.844	3.102
217995_at	SQRDL	sulfide quinone reductase-like (yeast)	1.165	5.757
218008_at	TMEM248	transmembrane protein 248	0.58	2.723
218009_s_at	PRC1	protein regulator of cytokinesis 1	1.942	3.304
218012_at	TSPYL2	TSPY like 2	0.852	2.636
218014_at	NUP85	nucleoporin 85	0.748	4.291
218020_s_at	ZFAND3	zinc finger AN1-type containing 3	-0.604	2.231
218021_at	DHRS4L2///DHRS4	dehydrogenase/reductase 4 like 2///dehydrogenase/reductase 4	-2.005	6.201
218024_at	MPC1	mitochondrial pyruvate carrier 1	-1.784	6.17
218025_s_at	ECI2	enoyl-CoA delta isomerase 2	-1.639	6.202
218026_at	COA3	cytochrome c oxidase assembly factor 3	-0.85	4.463
218034_at	FIS1	fission, mitochondrial 1	-0.495	2.197
218035_s_at	RBM47	RNA binding motif protein 47	-1.24	6.98
218039_at	NUSAP1	nucleolar and spindle associated protein 1	1.356	3.624
218053_at	PRPF40A	pre-mRNA processing factor 40 homolog A	0.576	2.195
218059_at	ZNF706	zinc finger protein 706	0.655	2.29
218069_at	DCTPP1	dCTP pyrophosphatase 1	0.854	2.45
218070_s_at	GMPPA	GDP-mannose pyrophosphorylase A	0.736	2.263
218076_s_at	ARHGAP17	Rho GTPase activating protein 17	1.069	3.009
218078_s_at	ZDHHC3	zinc finger DHHC-type containing 3	-0.852	3.64
218083_at	PTGES2	prostaglandin E synthase 2	-0.966	4.042
218084_x_at	FXYD5	FXYD domain containing ion transport regulator 5	1.627	5.668
218086_at	NPDC1	neural proliferation, differentiation and control 1	0.954	2.138
218087_s_at	SORBS1	sorbin and SH3 domain containing 1	1.068	4.373
218092_s_at	AGFG1	ArfGAP with FG repeats 1	0.558	2.078
218094_s_at	SYS1-DBNDD2///SYS1///DBNDD2	SYS1-DBNDD2 readthrough (NMD candidate)///Sys1 golgi trafficking protein///dysbindin domain containing 2	0.846	3.217
218101_s_at	NDUFC2-KCTD14///NDUFC2	NDUFC2-KCTD14 readthrough///NADH:ubiquinone oxidoreductase subunit C2	-0.599	3.196
218109_s_at	MFSD1	major facilitator superfamily domain containing 1	0.43	2.275
218113_at	TMEM2	transmembrane protein 2	0.636	3.396
218116_at	C9orf78	chromosome 9 open reading frame 78	-0.747	2.432
218117_at	RBX1	ring-box 1	0.931	4.538
218125_s_at	CCDC25	coiled-coil domain containing 25	-0.696	2.277
218134_s_at	RBM22	RNA binding motif protein 22	0.581	2.054
218139_s_at	AP5M1	adaptor related protein complex 5 mu 1 subunit	-0.797	3.548
218141_at	UBE2O	ubiquitin conjugating enzyme E2 O	-1.434	2.299
218145_at	TRIB3	tribbles pseudokinase 3	2.313	5.316
218146_at	GLT8D1	glycosyltransferase 8 domain containing 1	-0.768	2.558
218149_s_at	ZNF395	zinc finger protein 395	2.258	6.144
218156_s_at	TSR1	TSR1, ribosome maturation factor	0.615	2.199
218168_s_at	COQ8A	coenzyme Q8A	-0.838	4.686
218170_at	ISOC1	isochorismatase domain containing 1	-0.651	3.049
218172_s_at	DERL1	derlin 1	1.654	2.716
218181_s_at	MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4	1.139	5.263
218186_at	RAB25	RAB25, member RAS oncogene family	-3.287	6.813
218188_s_at	TIMM13	translocase of inner mitochondrial membrane 13	-0.676	2.872
218193_s_at	GOLT1B	golgi transport 1B	1.129	3.177
218200_s_at	NDUFB2	NADH:ubiquinone oxidoreductase subunit B2	-0.595	2.861
218201_at	NDUFB2	NADH:ubiquinone oxidoreductase subunit B2	-0.457	2.122
218212_s_at	MOCS2	molybdenum cofactor synthesis 2	-1.085	3.784
218213_s_at	TMEM258	transmembrane protein 258	0.721	2.976
218214_at	ATG101	autophagy related 101	0.671	2.613
218217_at	SCPEP1	serine carboxypeptidase 1	-1.543	5.995
218223_s_at	PLEKHO1	pleckstrin homology domain containing O1	2.657	3.505
218231_at	NAGK	N-acetylglucosamine kinase	0.501	2.212
218232_at	C1QA	complement C1q A chain	2.094	4.455
218233_s_at	TOMM6///PRICKLE4	translocase of outer mitochondrial membrane 6///prickle planar cell polarity protein 4	-0.448	2.09
218237_s_at	SLC38A1	solute carrier family 38 member 1	1.717	4.291
218238_at	GTPBP4	GTP binding protein 4	0.626	2.166
218244_at	NOL8	nucleolar protein 8	1.661	2.583
218245_at	TSKU	tsukushi, small leucine rich proteoglycan	-2.018	2.287
218249_at	ZDHHC6	zinc finger DHHC-type containing 6	-0.872	3.254
218251_at	MID1IP1	MID1 interacting protein 1	-0.574	2.399
218261_at	AP1M2	adaptor related protein complex 1 mu 2 subunit	-1.942	5.804
218264_at	BCCIP	BRCA2 and CDKN1A interacting protein	-0.975	2.209
218271_s_at	PARL	presenilin associated rhomboid like	0.489	2.249
218272_at	TTC38	tetratricopeptide repeat domain 38	-1.587	6.827
218274_s_at	ANKZF1	ankyrin repeat and zinc finger domain containing 1	1.379	2.857
218275_at	SLC25A10	solute carrier family 25 member 10	-2.714	5.824
218281_at	MRPL48	mitochondrial ribosomal protein L48	-0.56	2.666
218282_at	EDEM2	ER degradation enhancing alpha-mannosidase like protein 2	0.904	3.364
218285_s_at	BDH2	3-hydroxybutyrate dehydrogenase, type 2	-1.874	6.074
218289_s_at	UBA5	ubiquitin like modifier activating enzyme 5	0.706	2.269
218290_at	MIR6789///PLEKHJ1	microRNA 6789///pleckstrin homology domain containing J1	-0.807	4.634
218296_x_at	MSTO2P///MSTO1	misato family member 2, pseudogene///misato 1, mitochondrial distribution and morphology regulator	0.983	2.289
218298_s_at	C14orf159	chromosome 14 open reading frame 159	-1.102	4.302
218304_s_at	OSBPL11	oxysterol binding protein like 11	0.809	2.234
218307_at	RSAD1	radical S-adenosyl methionine domain containing 1	-0.729	3.205
218308_at	TACC3	transforming acidic coiled-coil containing protein 3	1.896	2.694
218312_s_at	ZSCAN18	zinc finger and SCAN domain containing 18	-1.138	2.299
218319_at	PELI1	pellino E3 ubiquitin protein ligase 1	1.285	4.087
218326_s_at	LGR4	leucine rich repeat containing G protein-coupled receptor 4	-1.092	3.459
218328_at	COQ4	coenzyme Q4	-0.88	2.609
218330_s_at	NAV2	neuron navigator 2	-1.554	4.925
218331_s_at	FAM208B	family with sequence similarity 208 member B	0.703	2.936
218332_at	BEX1	brain expressed X-linked 1	-1.475	3.349
218342_s_at	ERMP1	endoplasmic reticulum metallopeptidase 1	-1.053	3.171
218351_at	COMMD8	COMM domain containing 8	-0.782	3.402
218353_at	RGS5	regulator of G-protein signaling 5	2.132	3.092
218363_at	EXD2	exonuclease 3'-5' domain containing 2	-0.523	2.715
218370_s_at	S100PBP	S100P binding protein	0.587	2.231
218374_s_at	C12orf4	chromosome 12 open reading frame 4	0.883	3.335
218379_at	RBM7	RNA binding motif protein 7	0.635	2.04
218380_at	LOC728392	uncharacterized LOC728392	1.058	2.398
218394_at	ROGDI	rogdi homolog	-0.798	2.093
218395_at	ACTR6	ARP6 actin-related protein 6 homolog	0.958	2.602
218400_at	OAS3	2'-5'-oligoadenylate synthetase 3	1.868	2.898
218404_at	SNX10	sorting nexin 10	1.371	4.062
218416_s_at	SLC48A1	solute carrier family 48 member 1	-1.455	3.715
218417_s_at	SLC48A1	solute carrier family 48 member 1	-1.603	4.899
218440_at	MCCC1	methylcrotonoyl-CoA carboxylase 1	-0.573	2.113
218442_at	TTC4	tetratricopeptide repeat domain 4	0.875	2.369
218452_at	SMARCAL1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1	2.122	2.544
218455_at	NFS1	NFS1 cysteine desulfurase	-0.744	2.848
218471_s_at	BBS1	Bardet-Biedl syndrome 1	-0.848	6.048
218472_s_at	PELO	pelota homolog (Drosophila)	0.806	3.737
218484_at	NDUFA4L2	NDUFA4, mitochondrial complex associated like 2	5.202	11.147
218487_at	ALAD	aminolevulinate dehydratase	-2.625	7.542
218489_s_at	ALAD	aminolevulinate dehydratase	-1.338	3.093
218491_s_at	THYN1	thymocyte nuclear protein 1	-0.586	2.05
218494_s_at	SLC2A4RG	SLC2A4 regulator	-0.93	3.556
218498_s_at	ERO1A	endoplasmic reticulum oxidoreductase 1 alpha	2.09	3.209
218500_at	THEM6	thioesterase superfamily member 6	-0.748	3.128
218501_at	ARHGEF3	Rho guanine nucleotide exchange factor 3	-1.016	2.643
218504_at	FAHD2A	fumarylacetoacetate hydrolase domain containing 2A	-0.546	3.076
218507_at	HILPDA	hypoxia inducible lipid droplet associated	3.723	7.81
218514_at	SMG8	SMG8, nonsense mediated mRNA decay factor	0.548	3.211
218517_at	JADE1	jade family PHD finger 1	-0.988	3.748
218519_at	SLC35A5	solute carrier family 35 member A5	0.553	2.171
218520_at	TBK1	TANK binding kinase 1	0.775	4.094
218523_at	LHPP	phospholysine phosphohistidine inorganic pyrophosphate phosphatase	-1.398	5.25
218526_s_at	RANGRF	RAN guanine nucleotide release factor	-0.912	4.08
218530_at	FHOD1	formin homology 2 domain containing 1	0.696	2.197
218537_at	HCFC1R1	host cell factor C1 regulator 1	1.777	4.088
218539_at	FBXO34	F-box protein 34	-0.6	2.223
218540_at	THTPA	thiamine triphosphatase	-1.646	3.143
218542_at	CEP55	centrosomal protein 55	2.456	2.664
218543_s_at	PARP12	poly(ADP-ribose) polymerase family member 12	0.877	4.521
218546_at	C1orf115	chromosome 1 open reading frame 115	-1.525	6.421
218548_x_at	TEX264	testis expressed 264	-1.123	4.478
218552_at	ECHDC2	enoyl-CoA hydratase domain containing 2	-0.631	2.126
218555_at	ANAPC2	anaphase promoting complex subunit 2	-0.822	2.502
218559_s_at	MAFB	MAF bZIP transcription factor B	1.152	2.737
218563_at	NDUFA3	NADH:ubiquinone oxidoreductase subunit A3	-0.635	2.614
218573_at	MAGEH1	MAGE family member H1	-0.802	3.39
218575_at	LOC730268///ANAPC1	anaphase-promoting complex subunit 1-like///anaphase promoting complex subunit 1	0.527	2.187
218580_x_at	AURKAIP1	aurora kinase A interacting protein 1	-0.55	2.337
218581_at	ABHD4	abhydrolase domain containing 4	-0.496	2.179
218585_s_at	DTL	denticleless E3 ubiquitin protein ligase homolog	2.547	3.61
218589_at	LPAR6	lysophosphatidic acid receptor 6	1.253	4.363
218594_at	HEATR1	HEAT repeat containing 1	0.739	3.359
218596_at	TBC1D13	TBC1 domain family member 13	-3.16	4.652
218598_at	RINT1	RAD50 interactor 1	0.836	2.379
218602_s_at	HAUS6	HAUS augmin like complex subunit 6	2.209	2.499
218603_at	HECA	hdc homolog, cell cycle regulator	0.938	3.846
218610_s_at	CPPED1	calcineurin like phosphoesterase domain containing 1	-1.18	2.751
218611_at	IER5	immediate early response 5	1.299	3.132
218614_at	KIAA1551	KIAA1551	1.166	3.896
218615_s_at	TMEM39A	transmembrane protein 39A	0.586	2.645
218618_s_at	LOC101928615///FNDC3B	uncharacterized LOC101928615///fibronectin type III domain containing 3B	1.178	3.792
218627_at	DRAM1	DNA damage regulated autophagy modulator 1	1.025	5.841
218629_at	SMO	smoothened, frizzled class receptor	-1.01	2.388
218631_at	AVPI1	arginine vasopressin induced 1	-0.691	3.395
218633_x_at	ABHD10	abhydrolase domain containing 10	-0.807	3.826
218638_s_at	LOC100130872///SPON2	uncharacterized LOC100130872///spondin 2	1.453	2.991
218641_at	C11orf95	chromosome 11 open reading frame 95	-0.546	2.576
218644_at	PLEK2	pleckstrin 2	1.132	2.184
218648_at	CRTC3	CREB regulated transcription coactivator 3	0.507	2.459
218652_s_at	PIGG	phosphatidylinositol glycan anchor biosynthesis class G	0.487	2.217
218660_at	DYSF	dysferlin	1.409	3.701
218663_at	NCAPG	non-SMC condensin I complex subunit G	2.921	2.354
218671_s_at	ATPIF1	ATPase inhibitory factor 1	-0.58	2.709
218672_at	TNFAIP8L2-SCNM1///SCNM1	TNFAIP8L2-SCNM1 readthrough///sodium channel modifier 1	1.031	3.407
218675_at	SLC22A17	solute carrier family 22 member 17	-1.993	2.372
218678_at	NES	nestin	-1.019	2.532
218688_at	TKFC	triokinase and FMN cyclase	-1.679	4.807
218689_at	FANCF	Fanconi anemia complementation group F	1.744	2.284
218696_at	EIF2AK3	eukaryotic translation initiation factor 2 alpha kinase 3	0.992	3.869
218699_at	RAB29	RAB29, member RAS oncogene family	-1.382	6.23
218700_s_at	RAB29	RAB29, member RAS oncogene family	-2.146	6.272
218703_at	SEC22A	SEC22 homolog A, vesicle trafficking protein	1.075	2.678
218704_at	RNF43	ring finger protein 43	-1.687	2.738
218709_s_at	IFT52	intraflagellar transport 52	0.602	3.993
218714_at	PRR14	proline rich 14	0.875	2.806
218722_s_at	CCDC51	coiled-coil domain containing 51	-0.96	3.387
218723_s_at	RGCC	regulator of cell cycle	2.024	2.811
218726_at	HJURP	Holliday junction recognition protein	1.53	2.278
218728_s_at	CNIH4	cornichon family AMPA receptor auxiliary protein 4	0.789	3.159
218729_at	LXN	latexin	1.419	6.657
218731_s_at	VWA1	von Willebrand factor A domain containing 1	2.021	3.729
218739_at	ABHD5	abhydrolase domain containing 5	-0.654	2.377
218741_at	CENPM	centromere protein M	1.592	2.196
218750_at	TAF1D	TATA-box binding protein associated factor, RNA polymerase I subunit D	0.712	2.378
218755_at	KIF20A	kinesin family member 20A	3.787	4.111
218756_s_at	DHRS11	dehydrogenase/reductase 11	-1.545	5.462
218761_at	RNF111	ring finger protein 111	0.506	2.097
218764_at	PRKCH	protein kinase C eta	1.27	4.243
218768_at	NUP107	nucleoporin 107	0.771	3.015
218773_s_at	MSRB2	methionine sulfoxide reductase B2	-0.402	2.238
218774_at	DCPS	decapping enzyme, scavenger	-1.36	2.289
218781_at	SMC6	structural maintenance of chromosomes 6	1.13	5.594
218789_s_at	C11orf71	chromosome 11 open reading frame 71	-1.052	4.256
218792_s_at	BSPRY	B-box and SPRY domain containing	-2.281	4.079
218795_at	ACP6	acid phosphatase 6, lysophosphatidic	-0.7	2.074
218796_at	FERMT1	fermitin family member 1	-2.89	3.385
218802_at	MCUB	mitochondrial calcium uniporter dominant negative beta subunit	2.124	2.688
218805_at	GIMAP1-GIMAP5///GIMAP5	GIMAP1-GIMAP5 readthrough///GTPase, IMAP family member 5	0.89	2.66
218806_s_at	VAV3	vav guanine nucleotide exchange factor 3	-0.94	4.024
218807_at	VAV3	vav guanine nucleotide exchange factor 3	-1.076	5.422
218809_at	PANK2	pantothenate kinase 2	0.544	2.379
218814_s_at	TMEM206	transmembrane protein 206	-0.972	2.759
218820_at	C14orf132	chromosome 14 open reading frame 132	-1.193	3.355
218823_s_at	KCTD9	potassium channel tetramerization domain containing 9	0.804	2.117
218824_at	PNMAL1	paraneoplastic Ma antigen family like 1	-1.179	2.348
218828_at	TMEM256-PLSCR3///PLSCR3	TMEM256-PLSCR3 readthrough (NMD candidate)///phospholipid scramblase 3	1.166	2.093
218838_s_at	TTC31	tetratricopeptide repeat domain 31	0.633	2.666
218839_at	HEY1	hes related family bHLH transcription factor with YRPW motif 1	3.43	2.286
218840_s_at	NADSYN1	NAD synthetase 1	2.165	2.695
218844_at	ACSF2	acyl-CoA synthetase family member 2	-3.603	9.831
218847_at	IGF2BP2	insulin like growth factor 2 mRNA binding protein 2	-2.146	3.769
218848_at	THOC6	THO complex 6	2.847	5.823
218849_s_at	PPP1R13L	protein phosphatase 1 regulatory subunit 13 like	0.995	3.532
218850_s_at	LIMD1	LIM domains containing 1	-0.765	2.488
218851_s_at	SFT2D3///WDR33	SFT2 domain containing 3///WD repeat domain 33	1.386	2.146
218854_at	DSE	dermatan sulfate epimerase	1.051	4.064
218857_s_at	ASRGL1	asparaginase like 1	-1.181	3.413
218870_at	LOC101928361///ARHGAP15	uncharacterized LOC101928361///Rho GTPase activating protein 15	2.973	5.562
218871_x_at	CSGALNACT2	chondroitin sulfate N-acetylgalactosaminyltransferase 2	0.932	3.175
218883_s_at	CENPU	centromere protein U	1.661	3.603
218888_s_at	NETO2	neuropilin and tolloid like 2	4.83	6.405
218894_s_at	MAGOHB	mago homolog B, exon junction complex core component	2.059	2.079
218898_at	FAM57A	family with sequence similarity 57 member A	0.8	2.403
218905_at	INTS8	integrator complex subunit 8	1.398	5.873
218908_at	ASPSCR1	ASPSCR1, UBX domain containing tether for SLC2A4	-1.748	4.584
218910_at	ANO10	anoctamin 10	-1.55	5.788
218913_s_at	GMIP	GEM interacting protein	2.221	2.662
218918_at	MAN1C1	mannosidase alpha class 1C member 1	-3.166	7.84
218920_at	FAM193B	family with sequence similarity 193 member B	0.598	2.181
218921_at	SIGIRR	single Ig and TIR domain containing	-1.697	5.185
218927_s_at	CHST12	carbohydrate (chondroitin 4) sulfotransferase 12	1.486	3.77
218931_at	RAB17	RAB17, member RAS oncogene family	-1.553	4.708
218932_at	ZNHIT6	zinc finger HIT-type containing 6	0.766	3.649
218934_s_at	HSPB7	heat shock protein family B (small) member 7	-2.238	2.999
218937_at	ZSCAN32	zinc finger and SCAN domain containing 32	-0.506	2.09
218942_at	PIP4K2C	phosphatidylinositol-5-phosphate 4-kinase type 2 gamma	-0.886	4.253
218949_s_at	QRSL1	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1	-0.853	2.699
218952_at	PCSK1N	proprotein convertase subtilisin/kexin type 1 inhibitor	-2.969	9.578
218960_at	TMPRSS4	transmembrane protease, serine 4	-2.167	3.367
218974_at	SOBP	sine oculis binding protein homolog	-1.629	5.454
218976_at	DNAJC12	DnaJ heat shock protein family (Hsp40) member C12	-2.253	5.083
218980_at	FHOD3	formin homology 2 domain containing 3	-0.912	2.697
218983_at	C1RL	complement C1r subcomponent like	1.06	2.873
218984_at	PUS7	pseudouridylate synthase 7 (putative)	0.987	2.763
218986_s_at	DDX60	DEXD/H-box helicase 60	1.354	4.263
218987_at	ATF7IP	activating transcription factor 7 interacting protein	0.577	2.131
218995_s_at	EDN1	endothelin 1	1.487	3.469
218999_at	TMEM140	transmembrane protein 140	1.458	4.898
219006_at	NDUFAF4	NADH:ubiquinone oxidoreductase complex assembly factor 4	-0.934	3.713
219013_at	GALNT11	polypeptide N-acetylgalactosaminyltransferase 11	-1.417	6.522
219035_s_at	RNF34	ring finger protein 34	0.521	2.222
219037_at	RRP15	ribosomal RNA processing 15 homolog	0.948	2.119
219040_at	CORO7	coronin 7	1.319	2.088
219042_at	LZTS1	leucine zipper tumor suppressor 1	2.685	2.747
219051_x_at	METRN	meteorin, glial cell differentiation regulator	-0.97	2.79
219056_at	RNASEH2B	ribonuclease H2 subunit B	0.703	2.061
219076_s_at	PXMP2	peroxisomal membrane protein 2	-1.237	4.452
219077_s_at	WWOX	WW domain containing oxidoreductase	-1.234	4.696
219096_at	ARMC7	armadillo repeat containing 7	-0.714	2.557
219099_at	TIGAR	TP53 induced glycolysis regulatory phosphatase	0.895	2.256
219107_at	BCAN	brevican	-1.92	2.321
219112_at	RAPGEF6	Rap guanine nucleotide exchange factor 6	1.433	3.478
219113_x_at	HSD17B14	hydroxysteroid 17-beta dehydrogenase 14	-0.962	3.452
219114_at	C3orf18	chromosome 3 open reading frame 18	-1.409	2.992
219117_s_at	FKBP11	FK506 binding protein 11	2.178	4.256
219118_at	FKBP11	FK506 binding protein 11	1.661	3.289
219119_at	LSM8	LSM8 homolog, U6 small nuclear RNA associated	0.585	2.135
219127_at	PRR15L	proline rich 15 like	-1.482	2.598
219132_at	PELI2	pellino E3 ubiquitin protein ligase family member 2	-1.399	2.38
219134_at	ADGRL4	adhesion G protein-coupled receptor L4	1.838	2.37
219140_s_at	RBP4	retinol binding protein 4	-4.292	2.501
219142_at	RASL11B	RAS like family 11 member B	-1.874	4.829
219144_at	DUSP26	dual specificity phosphatase 26 (putative)	-2.336	5.06
219156_at	SYNJ2BP-COX16///SYNJ2BP	SYNJ2BP-COX16 readthrough///synaptojanin 2 binding protein	-1.053	5.699
219157_at	KLHL2	kelch like family member 2	-0.954	3.387
219161_s_at	CKLF-CMTM1///CKLF	CKLF-CMTM1 readthrough///chemokine like factor	1.604	7.216
219167_at	RASL12	RAS like family 12	1.38	2.456
219168_s_at	PRR5	proline rich 5	-1.326	3.511
219183_s_at	CYTH4	cytohesin 4	0.622	2.05
219188_s_at	MACROD1	MACRO domain containing 1	-1.888	6.949
219191_s_at	BIN2	bridging integrator 2	1.664	2.89
219195_at	PPARGC1A	PPARG coactivator 1 alpha	-1.907	6.343
219202_at	RHBDF2	rhomboid 5 homolog 2	2.349	4.454
219205_at	SRR	serine racemase	-0.801	3.495
219209_at	IFIH1	interferon induced with helicase C domain 1	1.002	2.51
219212_at	HSPA14	heat shock protein family A (Hsp70) member 14	1.159	3.831
219215_s_at	SLC39A4	solute carrier family 39 member 4	-1.893	5.434
219222_at	RBKS	ribokinase	-0.598	2.337
219223_at	CACFD1	calcium channel flower domain containing 1	-1.339	6.24
219228_at	ZNF331	zinc finger protein 331	-0.849	2.551
219229_at	SLCO3A1	solute carrier organic anion transporter family member 3A1	1.717	3.656
219232_s_at	EGLN3	egl-9 family hypoxia inducible factor 3	3.213	8.845
219235_s_at	PHACTR4	phosphatase and actin regulator 4	-0.567	2.038
219243_at	GIMAP4	GTPase, IMAP family member 4	1.735	3.352
219248_at	THUMPD2	THUMP domain containing 2	0.714	2.862
219249_s_at	FKBP10	FK506 binding protein 10	4.34	4.884
219250_s_at	FLRT3	fibronectin leucine rich transmembrane protein 3	-1.982	4.971
219251_s_at	WDR60	WD repeat domain 60	1.276	2.029
219255_x_at	IL17RB	interleukin 17 receptor B	-1.83	2.5
219268_at	ETNK2	ethanolamine kinase 2	-1.835	8.176
219277_s_at	OGDHL	oxoglutarate dehydrogenase-like	-2.823	8.032
219278_at	MAP3K6	mitogen-activated protein kinase kinase kinase 6	2.315	2.976
219279_at	DOCK10	dedicator of cytokinesis 10	3.393	6.266
219281_at	MSRA	methionine sulfoxide reductase A	-2.703	7.578
219282_s_at	TRPV2	transient receptor potential cation channel subfamily V member 2	0.847	2.377
219291_at	DTWD1	DTW domain containing 1	1.479	2.368
219297_at	WDR44	WD repeat domain 44	0.737	2.155
219298_at	ECHDC3	enoyl-CoA hydratase domain containing 3	-1.698	4.913
219303_at	RNF219	ring finger protein 219	1.187	3.358
219304_s_at	PDGFD	platelet derived growth factor D	1.608	2.736
219305_x_at	FBXO2	F-box protein 2	-1.042	2.92
219307_at	PDSS2	prenyl (decaprenyl) diphosphate synthase, subunit 2	-0.874	2.356
219313_at	GRAMD1C	GRAM domain containing 1C	-1.451	3.751
219321_at	MPP5	membrane palmitoylated protein 5	-1.389	3.562
219324_at	NOL12	nucleolar protein 12	1.764	2.833
219327_s_at	GPRC5C	G protein-coupled receptor class C group 5 member C	-0.762	2.868
219341_at	CLN8	ceroid-lipofuscinosis, neuronal 8	-1.939	2.109
219358_s_at	ADAP2	ArfGAP with dual PH domains 2	0.892	3.061
219360_s_at	TRPM4	transient receptor potential cation channel subfamily M member 4	-1.656	2.381
219368_at	NAP1L2	nucleosome assembly protein 1 like 2	-2.204	4.346
219379_x_at	ZNF358	zinc finger protein 358	-0.584	2.099
219385_at	SLAMF8	SLAM family member 8	1.349	2.646
219386_s_at	SLAMF8	SLAM family member 8	4.642	7.374
219387_at	CCDC88A	coiled-coil domain containing 88A	1.614	2.957
219389_at	SUSD4	sushi domain containing 4	-3.329	5.343
219393_s_at	AKT3	AKT serine/threonine kinase 3	-0.64	2.105
219402_s_at	DERL1	derlin 1	1.571	3.86
219410_at	TMEM45A	transmembrane protein 45A	3.404	6.356
219414_at	CLSTN2	calsyntenin 2	-1.721	2.029
219418_at	SLC23A3///NHEJ1	solute carrier family 23 member 3///non-homologous end joining factor 1	-0.878	2.649
219420_s_at	COA7	cytochrome c oxidase assembly factor 7 (putative)	-1.883	4.562
219423_x_at	TNFRSF25	TNF receptor superfamily member 25	1.193	2.308
219441_s_at	LRRK1	leucine rich repeat kinase 1	1.451	2.134
219442_at	CLUHP3	clustered mitochondria homolog pseudogene 3	-0.915	2.877
219452_at	DPEP2	dipeptidase 2	1.415	2.489
219457_s_at	RIN3	Ras and Rab interactor 3	2.008	2.781
219459_at	POLR3B	RNA polymerase III subunit B	-0.702	3.29
219461_at	PAK6	p21 (RAC1) activated kinase 6	-1.468	3.729
219462_at	TMEM53	transmembrane protein 53	-0.544	2.141
219465_at	APOA2	apolipoprotein A2	-1.453	2.045
219471_at	KIAA0226L	KIAA0226 like	2.482	4.294
219481_at	TTC13	tetratricopeptide repeat domain 13	1.142	2.928
219483_s_at	PORCN	porcupine homolog (Drosophila)	-0.563	2.174
219485_s_at	PSMD10	proteasome 26S subunit, non-ATPase 10	0.399	2.061
219492_at	CHIC2	cysteine rich hydrophobic domain 2	0.729	3.06
219494_at	RAD54B	RAD54 homolog B (S. cerevisiae)	2.119	2.067
219496_at	SOWAHC	sosondowah ankyrin repeat domain family member C	-0.986	3.883
219501_at	ENOX1	ecto-NOX disulfide-thiol exchanger 1	-0.715	2.04
219506_at	C1orf54	chromosome 1 open reading frame 54	0.885	2.057
219509_at	MYOZ1	myozenin 1	-0.536	2.017
219513_s_at	SH2D3A	SH2 domain containing 3A	-1.612	2.882
219519_s_at	SIGLEC1	sialic acid binding Ig like lectin 1	2.709	3.406
219522_at	FJX1	four jointed box 1	1.96	3.331
219523_s_at	TENM3	teneurin transmembrane protein 3	-2.241	2.217
219527_at	MARC2	mitochondrial amidoxime reducing component 2	-1.201	3.277
219534_x_at	CDKN1C	cyclin dependent kinase inhibitor 1C	-2.075	5.918
219540_at	ZNF267	zinc finger protein 267	1.046	2.126
219541_at	LIME1	Lck interacting transmembrane adaptor 1	-1.838	3.184
